date,true_shaped,pred_shaped,true_identity,pred_identity,pair
2018-12-27 14:00:00,0.45961764,0.129309,0.45961764,0.11324957,ECL::PatchTST
2018-12-27 15:00:00,0.075437024,0.11184087,0.075437024,0.10313774,ECL::PatchTST
2018-12-27 16:00:00,-0.101322144,0.23397301,-0.101322144,0.285519,ECL::PatchTST
2018-12-27 17:00:00,0.22514121,0.39878047,0.22514121,0.38245267,ECL::PatchTST
2018-12-27 18:00:00,0.50651294,0.5221762,0.50651294,0.5858549,ECL::PatchTST
2018-12-27 19:00:00,0.72656006,0.6240034,0.72656006,0.47459787,ECL::PatchTST
2018-12-27 20:00:00,0.45420665,0.59263194,0.45420665,0.22579825,ECL::PatchTST
2018-12-27 21:00:00,0.14217262,0.2103067,0.14217262,0.2712659,ECL::PatchTST
2018-12-27 22:00:00,-0.09230382,0.1201736,-0.09230382,0.20669802,ECL::PatchTST
2018-12-27 23:00:00,-0.4079452,-0.011240587,-0.4079452,0.12276419,ECL::PatchTST
2018-12-28 00:00:00,-0.53420174,-0.10684103,-0.53420174,-0.0071460307,ECL::PatchTST
2018-12-28 01:00:00,-0.62618864,-0.35826638,-0.62618864,-0.112032115,ECL::PatchTST
2018-12-28 02:00:00,-0.68210226,-0.60072017,-0.68210226,-0.15185809,ECL::PatchTST
2018-12-28 03:00:00,-0.7163719,-0.54197407,-0.7163719,-0.2970864,ECL::PatchTST
2018-12-28 04:00:00,-0.9760996,-0.4984022,-0.9760996,-0.47810534,ECL::PatchTST
2018-12-28 05:00:00,-1.1366258,-0.8318939,-1.1366258,-0.59922564,ECL::PatchTST
2018-12-28 06:00:00,-1.1618772,-0.92524076,-1.1618772,-0.7936573,ECL::PatchTST
2018-12-28 07:00:00,-1.2123797,-1.076152,-1.2123797,-0.7942486,ECL::PatchTST
2018-12-28 08:00:00,-1.3494582,-1.2427362,-1.3494582,-1.0589399,ECL::PatchTST
2018-12-28 09:00:00,-1.2989557,-1.143969,-1.2989557,-1.0653741,ECL::PatchTST
2018-12-28 10:00:00,-1.1348221,-1.0591635,-1.1348221,-0.9254372,ECL::PatchTST
2018-12-28 11:00:00,-1.1456442,-0.995301,-1.1456442,-0.9628602,ECL::PatchTST
2018-12-28 12:00:00,-0.9779033,-0.91967833,-0.9779033,-0.9581398,ECL::PatchTST
2018-12-28 13:00:00,-0.9995473,-0.96997917,-0.9995473,-0.84190965,ECL::PatchTST
2018-12-28 14:00:00,-0.7596598,-0.8818337,-0.7596598,-0.85587466,ECL::PatchTST
2018-12-28 15:00:00,-0.6857096,-0.7430396,-0.6857096,-0.9317149,ECL::PatchTST
2018-12-28 16:00:00,-0.59372264,-0.6746031,-0.59372264,-0.72579074,ECL::PatchTST
2018-12-28 17:00:00,-0.608152,-0.45063153,-0.608152,-0.69526815,ECL::PatchTST
2018-12-28 18:00:00,-0.41515985,-0.32714054,-0.41515985,-0.7752205,ECL::PatchTST
2018-12-28 19:00:00,-0.3971232,-0.46320894,-0.3971232,-0.6479908,ECL::PatchTST
2018-12-28 20:00:00,-0.45844778,-0.37485608,-0.45844778,-0.78946614,ECL::PatchTST
2018-12-28 21:00:00,-0.5901153,-0.49220362,-0.5901153,-0.86994445,ECL::PatchTST
2018-12-28 22:00:00,-0.62618864,-0.7477586,-0.62618864,-0.91435003,ECL::PatchTST
2018-12-28 23:00:00,-0.75244516,-0.88452935,-0.75244516,-0.950143,ECL::PatchTST
2018-12-29 00:00:00,-0.7145682,-1.1551272,-0.7145682,-0.886665,ECL::PatchTST
2018-12-29 01:00:00,-0.8642724,-1.1334271,-0.8642724,-0.9762676,ECL::PatchTST
2018-12-29 02:00:00,-0.9760996,-1.2464219,-0.9760996,-1.0312389,ECL::PatchTST
2018-12-29 03:00:00,-1.0897305,-1.1703885,-1.0897305,-1.109555,ECL::PatchTST
2018-12-29 04:00:00,-1.1492515,-1.174281,-1.1492515,-0.7989634,ECL::PatchTST
2018-12-29 05:00:00,-1.1474478,-0.99147975,-1.1474478,-1.0371919,ECL::PatchTST
2018-12-29 06:00:00,-1.1781101,-1.0336136,-1.1781101,-0.81293106,ECL::PatchTST
2018-12-29 07:00:00,-1.1312149,-0.86496615,-1.1312149,-0.7774401,ECL::PatchTST
2018-12-29 08:00:00,-1.1564661,-0.64481354,-1.1564661,-0.81815434,ECL::PatchTST
2018-12-29 09:00:00,-0.9219897,-0.36477783,-0.9219897,-0.6498457,ECL::PatchTST
2018-12-29 10:00:00,-0.46205512,0.15941565,-0.46205512,-0.283685,ECL::PatchTST
2018-12-29 11:00:00,0.010505085,0.12324273,0.010505085,-0.20655176,ECL::PatchTST
2018-12-29 12:00:00,0.22333755,0.3295612,0.22333755,0.028620467,ECL::PatchTST
2018-12-29 13:00:00,0.35861242,0.5133854,0.35861242,0.17614737,ECL::PatchTST
2018-12-29 14:00:00,0.7734553,0.752951,0.7734553,0.12617728,ECL::PatchTST
2018-12-29 15:00:00,0.61473286,0.75665784,0.61473286,-0.006302774,ECL::PatchTST
2018-12-29 16:00:00,0.9303742,1.0224423,0.9303742,0.34542784,ECL::PatchTST
2018-12-29 17:00:00,1.1882982,0.9824239,1.1882982,0.2470889,ECL::PatchTST
2018-12-29 18:00:00,1.2929108,1.2367601,1.2929108,0.2753634,ECL::PatchTST
2018-12-29 19:00:00,1.5147617,1.2148335,1.5147617,0.011187762,ECL::PatchTST
2018-12-29 20:00:00,1.5327983,0.97649896,1.5327983,-0.15006167,ECL::PatchTST
2018-12-29 21:00:00,1.087293,0.6571073,1.087293,-0.26738724,ECL::PatchTST
2018-12-29 22:00:00,0.8365836,0.4785489,0.8365836,-0.3309405,ECL::PatchTST
2018-12-29 23:00:00,0.40190038,0.2572363,0.40190038,-0.5502597,ECL::PatchTST
2018-12-30 00:00:00,0.07363336,-0.102950186,0.07363336,-0.55462885,ECL::PatchTST
2018-12-30 01:00:00,-0.20232737,-0.2843347,-0.20232737,-0.7264272,ECL::PatchTST
2018-12-30 02:00:00,-0.39351586,-0.3608295,-0.39351586,-0.9934107,ECL::PatchTST
2018-12-30 03:00:00,-0.49632475,-0.550421,-0.49632475,-1.189231,ECL::PatchTST
2018-12-30 04:00:00,-0.43860748,-0.59690297,-0.43860748,-0.9612818,ECL::PatchTST
2018-12-30 05:00:00,-0.45664412,-0.44531426,-0.45664412,-0.8399899,ECL::PatchTST
2018-12-30 06:00:00,-0.46025145,-0.4575641,-0.46025145,-0.95570624,ECL::PatchTST
2018-12-30 07:00:00,-0.55223835,-0.39108774,-0.55223835,-0.7504225,ECL::PatchTST
2018-12-30 08:00:00,-0.7776965,-0.2625439,-0.7776965,-0.7546072,ECL::PatchTST
2018-12-30 09:00:00,-0.65865463,-0.115599275,-0.65865463,-0.5224563,ECL::PatchTST
2018-12-30 10:00:00,-0.0778745,0.27165294,-0.0778745,-0.29234132,ECL::PatchTST
2018-12-30 11:00:00,0.28105482,0.28543407,0.28105482,0.13225436,ECL::PatchTST
2018-12-30 12:00:00,0.48667264,0.45344305,0.48667264,0.27754325,ECL::PatchTST
2018-12-30 13:00:00,0.62916213,0.65452075,0.62916213,0.45711505,ECL::PatchTST
2018-12-30 14:00:00,0.89249724,0.8550143,0.89249724,0.55669737,ECL::PatchTST
2018-12-30 15:00:00,0.37123808,0.69830275,0.37123808,0.50548446,ECL::PatchTST
2018-12-30 16:00:00,0.4920836,0.4671417,0.4920836,1.03704,ECL::PatchTST
2018-12-30 17:00:00,0.8149396,0.63743824,0.8149396,0.7841691,ECL::PatchTST
2018-12-30 18:00:00,0.9087302,0.7414409,0.9087302,0.7235528,ECL::PatchTST
2018-12-30 19:00:00,1.1287774,0.7650058,1.1287774,0.6198877,ECL::PatchTST
2018-12-30 20:00:00,1.0422014,0.6501944,1.0422014,0.65617305,ECL::PatchTST
2018-12-30 21:00:00,0.90331924,0.49872807,0.90331924,0.34808248,ECL::PatchTST
2018-12-30 22:00:00,0.38206005,0.2162239,0.38206005,0.35572135,ECL::PatchTST
2018-12-30 23:00:00,0.2666255,-0.010327995,0.2666255,0.4009859,ECL::PatchTST
2018-12-31 00:00:00,-0.034586538,-0.049390912,-0.034586538,-0.090173125,ECL::PatchTST
2018-12-31 01:00:00,-0.23659702,-0.40508404,-0.23659702,-0.39370748,ECL::PatchTST
2018-12-31 02:00:00,-0.49091378,-0.7616296,-0.49091378,-0.49151805,ECL::PatchTST
2018-12-31 03:00:00,-0.5576494,-0.8411745,-0.5576494,-0.55526006,ECL::PatchTST
2018-12-31 04:00:00,-0.608152,-0.9459336,-0.608152,-0.6404426,ECL::PatchTST
2018-12-31 05:00:00,-0.7560525,-0.7364514,-0.7560525,-0.5472672,ECL::PatchTST
2018-12-31 06:00:00,-0.8281991,-0.84639037,-0.8281991,-0.75103605,ECL::PatchTST
2018-12-31 07:00:00,-0.931008,-0.926384,-0.931008,-0.5739895,ECL::PatchTST
2018-12-31 08:00:00,-1.0698903,-0.9792905,-1.0698903,-0.5453929,ECL::PatchTST
2018-12-31 09:00:00,-0.7776965,-0.5641736,-0.7776965,-0.3925335,ECL::PatchTST
2018-12-31 10:00:00,-0.15002109,-0.34560165,-0.15002109,-0.21894854,ECL::PatchTST
2018-12-31 11:00:00,0.1638166,-0.043649405,0.1638166,0.03616321,ECL::PatchTST
2019-02-13 08:00:00,-0.47107345,-0.35086107,-0.47107345,-0.18311834,ECL::TimeXer
2019-02-13 09:00:00,-0.32858393,-0.24174261,-0.32858393,-0.05671221,ECL::TimeXer
2019-02-13 10:00:00,0.080848016,-0.072173,0.080848016,0.111772716,ECL::TimeXer
2019-02-13 11:00:00,0.17644227,0.20184892,0.17644227,0.46086875,ECL::TimeXer
2019-02-13 12:00:00,0.39468572,0.39570326,0.39468572,0.5855988,ECL::TimeXer
2019-02-13 13:00:00,0.73738205,0.79723865,0.73738205,0.8809457,ECL::TimeXer
2019-02-13 14:00:00,0.91414124,0.99490994,0.91414124,1.1203332,ECL::TimeXer
2019-02-13 15:00:00,0.7229527,1.3104718,0.7229527,1.372104,ECL::TimeXer
2019-02-13 16:00:00,1.3307878,1.3916382,1.3307878,1.4778244,ECL::TimeXer
2019-02-13 17:00:00,1.6193742,1.4936521,1.6193742,1.5422891,ECL::TimeXer
2019-02-13 18:00:00,1.1648506,1.7743812,1.1648506,1.7014898,ECL::TimeXer
2019-02-13 19:00:00,1.0945077,1.5501126,1.0945077,1.3161243,ECL::TimeXer
2019-02-13 20:00:00,1.2297826,1.3246913,1.2297826,1.2375318,ECL::TimeXer
2019-02-13 21:00:00,1.0097355,1.3396378,1.0097355,1.2175963,ECL::TimeXer
2019-02-13 22:00:00,1.190102,1.158016,1.190102,1.0017587,ECL::TimeXer
2019-02-13 23:00:00,1.103526,1.1170132,1.103526,0.9429299,ECL::TimeXer
2019-02-14 00:00:00,0.9411962,0.8914456,0.9411962,0.8499228,ECL::TimeXer
2019-02-14 01:00:00,0.5948925,0.7367176,0.5948925,0.6831703,ECL::TimeXer
2019-02-14 02:00:00,0.2053009,0.49383432,0.2053009,0.511088,ECL::TimeXer
2019-02-14 03:00:00,-0.12116245,0.3818047,-0.12116245,0.3381009,ECL::TimeXer
2019-02-14 04:00:00,-0.00212057,0.22272623,-0.00212057,0.23578048,ECL::TimeXer
2019-02-14 05:00:00,0.19447891,-0.011328161,0.19447891,0.013226926,ECL::TimeXer
2019-02-14 06:00:00,-0.061641514,-0.038576245,-0.061641514,-0.14399958,ECL::TimeXer
2019-02-14 07:00:00,-0.11935879,-0.3232113,-0.11935879,-0.16447139,ECL::TimeXer
2019-02-14 08:00:00,-0.37908655,-0.44726193,-0.37908655,-0.36360443,ECL::TimeXer
2019-02-14 09:00:00,-0.22938235,-0.6385453,-0.22938235,-0.5569649,ECL::TimeXer
2019-02-14 10:00:00,-0.17707607,-0.28493047,-0.17707607,-0.3947265,ECL::TimeXer
2019-02-14 11:00:00,-0.13378811,-0.03731501,-0.13378811,-0.29452455,ECL::TimeXer
2019-02-14 12:00:00,0.39648938,0.14934307,0.39648938,-0.0029833913,ECL::TimeXer
2019-02-14 13:00:00,0.66343176,0.34003198,0.66343176,0.2020061,ECL::TimeXer
2019-02-14 14:00:00,1.0079318,0.75826865,1.0079318,0.4133982,ECL::TimeXer
2019-02-14 15:00:00,1.119759,0.91557103,1.119759,0.56707144,ECL::TimeXer
2019-02-14 16:00:00,1.3830941,1.1267062,1.3830941,0.70767593,ECL::TimeXer
2019-02-14 17:00:00,1.5490313,1.2296677,1.5490313,0.7579888,ECL::TimeXer
2019-02-14 18:00:00,1.792526,1.4662213,1.792526,0.9357937,ECL::TimeXer
2019-02-14 19:00:00,1.6157669,1.4625413,1.6157669,0.9725752,ECL::TimeXer
2019-02-14 20:00:00,1.6716805,1.4684477,1.6716805,0.85205,ECL::TimeXer
2019-02-14 21:00:00,1.6392145,1.2026457,1.6392145,0.70041746,ECL::TimeXer
2019-02-14 22:00:00,1.4786884,1.1905912,1.4786884,0.62916815,ECL::TimeXer
2019-02-14 23:00:00,1.0638454,0.9546124,1.0638454,0.52758193,ECL::TimeXer
2019-02-15 00:00:00,0.91414124,0.9006751,0.91414124,0.46235755,ECL::TimeXer
2019-02-15 01:00:00,0.8582276,0.7584204,0.8582276,0.35741192,ECL::TimeXer
2019-02-15 02:00:00,0.45781398,0.5818882,0.45781398,0.2068137,ECL::TimeXer
2019-02-15 03:00:00,0.1692276,0.45461628,0.1692276,0.121400714,ECL::TimeXer
2019-02-15 04:00:00,0.22153388,0.28504503,0.22153388,0.017420411,ECL::TimeXer
2019-02-15 05:00:00,-0.11935879,0.06011176,-0.11935879,-0.14846694,ECL::TimeXer
2019-02-15 06:00:00,-0.30693993,-0.11604464,-0.30693993,-0.31712258,ECL::TimeXer
2019-02-15 07:00:00,-0.4079452,-0.25779402,-0.4079452,-0.55166054,ECL::TimeXer
2019-02-15 08:00:00,-0.7578562,-0.40335357,-0.7578562,-0.6871488,ECL::TimeXer
2019-02-15 09:00:00,-0.77408916,-0.58227193,-0.77408916,-0.8615278,ECL::TimeXer
2019-02-15 10:00:00,-0.46566245,-0.3448577,-0.46566245,-0.75005305,ECL::TimeXer
2019-02-15 11:00:00,-0.37367555,-0.14547431,-0.37367555,-0.6209159,ECL::TimeXer
2019-02-15 12:00:00,0.028541734,0.13845223,0.028541734,-0.47799528,ECL::TimeXer
2019-02-15 13:00:00,0.39829305,0.13375002,0.39829305,-0.39983046,ECL::TimeXer
2019-02-15 14:00:00,0.5768559,0.48203105,0.5768559,-0.28027177,ECL::TimeXer
2019-02-15 15:00:00,0.6724501,0.6242589,0.6724501,-0.23822773,ECL::TimeXer
2019-02-15 16:00:00,0.7932957,0.6929024,0.7932957,-0.072347045,ECL::TimeXer
2019-02-15 17:00:00,1.1395993,0.9882411,1.1395993,-0.007302046,ECL::TimeXer
2019-02-15 18:00:00,1.2550339,1.0246271,1.2550339,0.06440914,ECL::TimeXer
2019-02-15 19:00:00,1.173869,0.8497257,1.173869,-0.14423752,ECL::TimeXer
2019-02-15 20:00:00,0.8979082,0.7802967,0.8979082,-0.23514664,ECL::TimeXer
2019-02-15 21:00:00,0.71573806,0.57887506,0.71573806,-0.32088816,ECL::TimeXer
2019-02-15 22:00:00,0.69589776,0.53398657,0.69589776,-0.4140998,ECL::TimeXer
2019-02-15 23:00:00,0.37845272,0.30981797,0.37845272,-0.49181855,ECL::TimeXer
2019-02-16 00:00:00,0.120528646,0.2956617,0.120528646,-0.5099076,ECL::TimeXer
2019-02-16 01:00:00,-0.48730645,0.21055454,-0.48730645,-0.6336962,ECL::TimeXer
2019-02-16 02:00:00,0.035756394,0.14572018,0.035756394,-0.70725405,ECL::TimeXer
2019-02-16 03:00:00,-0.47648445,0.059848428,-0.47648445,-0.7321161,ECL::TimeXer
2019-02-16 04:00:00,-0.38449752,-0.01104176,-0.38449752,-0.7495843,ECL::TimeXer
2019-02-16 05:00:00,-0.56306034,-0.05540538,-0.56306034,-0.6650902,ECL::TimeXer
2019-02-16 06:00:00,-0.57388234,-0.16785645,-0.57388234,-0.6206933,ECL::TimeXer
2019-02-16 07:00:00,-0.5883117,-0.12295246,-0.5883117,-0.60750437,ECL::TimeXer
2019-02-16 08:00:00,-0.28168863,-0.09377289,-0.28168863,-0.51912737,ECL::TimeXer
2019-02-16 09:00:00,-0.101322144,-0.016438305,-0.101322144,-0.40057266,ECL::TimeXer
2019-02-16 10:00:00,0.28646582,0.085989654,0.28646582,-0.17756617,ECL::TimeXer
2019-02-16 11:00:00,0.8979082,0.43680936,0.8979082,0.0061837435,ECL::TimeXer
2019-02-16 12:00:00,1.141403,0.66705406,1.141403,0.31705284,ECL::TimeXer
2019-02-16 13:00:00,1.1053298,0.9064129,1.1053298,0.5839658,ECL::TimeXer
2019-02-16 14:00:00,1.8827093,1.211907,1.8827093,0.6975109,ECL::TimeXer
2019-02-16 15:00:00,2.4075758,1.5068456,2.4075758,0.8733587,ECL::TimeXer
2019-02-16 16:00:00,2.0360208,1.6590452,2.0360208,1.1234124,ECL::TimeXer
2019-02-16 17:00:00,2.3137853,1.9985235,2.3137853,1.2761649,ECL::TimeXer
2019-02-16 18:00:00,2.384128,1.9988269,2.384128,1.3420609,ECL::TimeXer
2019-02-16 19:00:00,2.3805208,1.8863304,2.3805208,1.1518084,ECL::TimeXer
2019-02-16 20:00:00,2.2037616,1.6335411,2.2037616,0.8813167,ECL::TimeXer
2019-02-16 21:00:00,1.6644658,1.5022336,1.6644658,0.7688666,ECL::TimeXer
2019-02-16 22:00:00,1.3830941,1.3126514,1.3830941,0.6220921,ECL::TimeXer
2019-02-16 23:00:00,1.3127512,1.1500021,1.3127512,0.48337185,ECL::TimeXer
2019-02-17 00:00:00,0.94299984,0.8222909,0.94299984,0.19867498,ECL::TimeXer
2019-02-17 01:00:00,0.7662407,0.5308671,0.7662407,-0.11895871,ECL::TimeXer
2019-02-17 02:00:00,0.09527734,0.47850385,0.09527734,-0.10067868,ECL::TimeXer
